,company_name,average_salary,average_age,salary/age,銘柄名,市場・商品区分,33業種区分,17業種区分,かふか5分類,かふか4分類
6239,ナガオカ,684.0,46.1,10148.720173535792,ナガオカ,スタンダード（内国株式）,機械,機械,産業＆建設,製造
1948,弘電社,678.0,45.3,10147.549668874173,弘電社,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
7282,豊田合成,659.0,42.8,10146.752336448599,豊田合成,プライム（内国株式）,輸送用機器,自動車・輸送機,テクノロジー＆サービス,製造
4933,I-ne,595.0,34.9,10143.982808022924,Ｉ－ｎｅ,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
6867,リーダー電子,684.0,46.17,10133.333333333332,リーダー電子,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
3319,ゴルフダイジェスト・オンライン,627.0,38.8,10132.190721649486,ゴルフダイジェスト・オンライン,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
8572,アコム,645.0,41.1,10122.262773722627,アコム,スタンダード（内国株式）,その他金融業,金融（除く銀行）,金融＆不動産,サービス
8393,宮崎銀行,625.0,38.6,10119.81865284974,宮崎銀行,プライム（内国株式）,銀行業,銀行,金融＆不動産,サービス
7353,KIYOラーニング,620.0,38.0,10115.78947368421,ＫＩＹＯラーニング,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
5101,横浜ゴム,644.0,41.0,10115.512195121952,横浜ゴム,プライム（内国株式）,ゴム製品,自動車・輸送機,テクノロジー＆サービス,製造
8928,穴吹興産,605.0,36.2,10111.187845303866,穴吹興産,スタンダード（内国株式）,不動産業,不動産,金融＆不動産,サービス
7988,ニフコ,650.0,41.8,10107.655502392345,ニフコ,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
8203,ミスターマックスHD,675.0,45.1,10102.549889135254,ＭｒＭａｘＨＤ,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
5727,東邦チタニウム,649.0,41.7,10100.743405275778,東邦チタニウム,プライム（内国株式）,非鉄金属,鉄鋼・非鉄,産業＆建設,製造
6579,ログリー,579.0,33.2,10097.62048192771,ログリー,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
2651,ローソン,652.0,42.1,10097.482185273158,ローソン,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
6185,SMN,597.0,35.3,10096.572237960341,ＳＭＮ,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
5195,バンドー化学,658.0,42.9,10092.400932400933,バンドー化学,プライム（内国株式）,ゴム製品,自動車・輸送機,テクノロジー＆サービス,製造
6081,アライドアーキテクツ,591.0,34.61,10091.909852643745,アライドアーキテクツ,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
7283,愛三工業,661.0,43.3,10090.554272517322,愛三工業,プライム（内国株式）,輸送用機器,自動車・輸送機,テクノロジー＆サービス,製造
8140,リョーサン,667.0,44.1,10088.185941043084,リョーサン,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
4992,北興化学工業,667.0,44.1,10088.185941043084,北興化学工業,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
4825,ウェザーニューズ,628.0,39.1,10086.547314578005,ウェザーニューズ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
9882,イエローハット,703.0,49.0,10085.897959183674,イエローハット,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
3712,情報企画,582.0,33.6,10081.071428571428,情報企画,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
9258,CS-C,549.0,29.9,10080.301003344483,ＣＳ－Ｃ,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
6161,エスティック,630.0,39.4,10073.604060913705,エスティック,スタンダード（内国株式）,機械,機械,産業＆建設,製造
6626,SEMITEC,645.0,41.3,10073.244552058111,ＳＥＭＩＴＥＣ,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
8165,千趣会,641.0,40.8,10070.61274509804,千趣会,スタンダード（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
6151,日東工器,658.0,43.0,10068.93023255814,日東工器,プライム（内国株式）,機械,機械,産業＆建設,製造
8345,岩手銀行,633.0,39.8,10067.562814070352,岩手銀行,プライム（内国株式）,銀行業,銀行,金融＆不動産,サービス
6819,伊豆シャボテンリゾート,623.0,38.6,10055.155440414508,伊豆シャボテンリゾート,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
3920,アイビーシー,609.0,36.9,10050.975609756098,アイビーシー,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
4809,パラカ,581.0,33.6,10046.458333333332,パラカ,プライム（内国株式）,不動産業,不動産,金融＆不動産,サービス
9564,FCE,661.0,43.5,10044.16091954023,ＦＣＥ,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
9158,シーユーシー,619.0,38.2,10030.392670157067,シーユーシー,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
4571,NANO,708.0,50.0,10025.28,ＮＡＮＯ　ＭＲＮＡ,グロース（内国株式）,医薬品,医薬品,ヘルスケア＆消費財,製造
6517,デンヨー,618.0,38.1,10024.251968503937,デンヨー,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
8905,イオンモール,654.0,42.67,10023.810639793766,イオンモール,プライム（内国株式）,不動産業,不動産,金融＆不動産,サービス
3698,CRI・ミドルウェア,630.0,39.6,10022.727272727272,ＣＲＩ・ミドルウェア,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
3863,日本製紙,659.0,43.33,10022.640203092546,日本製紙,プライム（内国株式）,パルプ・紙,素材・化学,産業＆建設,製造
7049,識学,608.0,36.9,10017.9945799458,識学,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
6998,日本タングステン,633.0,40.0,10017.225,日本タングステン,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
4265,Institution,621.0,38.5,10016.64935064935,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
7453,良品計画,620.0,38.4,10010.416666666668,良品計画,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
7545,西松屋チェーン,633.0,40.04,10007.217782217782,西松屋チェーン,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
2689,オルバヘルスケア,659.0,43.4,10006.47465437788,オルバヘルスケアホールディングス,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
1905,テノックス,662.0,43.8,10005.570776255709,テノックス,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
3936,グローバルウェイ,623.0,38.8,10003.324742268042,グローバルウェイ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
6516,山洋電気,652.0,42.5,10002.447058823529,山洋電気,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
1850,南海辰村建設,678.0,46.0,9993.130434782608,南海辰村建設,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
4617,中国塗料,675.0,45.6,9991.776315789473,中国塗料,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
5110,住友ゴム工業,636.0,40.5,9987.555555555555,住友ゴム工業,プライム（内国株式）,ゴム製品,自動車・輸送機,テクノロジー＆サービス,製造
8541,愛媛銀行,628.0,39.5,9984.405063291139,愛媛銀行,プライム（内国株式）,銀行業,銀行,金融＆不動産,サービス
3416,ピクスタ,603.0,36.43,9981.032116387592,ピクスタ,グロース（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
3925,ダブルスタンダード,591.0,35.0,9979.457142857143,ダブルスタンダード,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
9857,英和,658.0,43.4,9976.129032258064,英和,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
5970,ジーテクト,633.0,40.17,9974.831964152352,ジーテクト,プライム（内国株式）,金属製品,建設・資材,産業＆建設,製造
3183,ウイン・パートナーズ,648.0,42.1,9973.96674584323,ウイン・パートナーズ,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
4167,ココペリ,605.0,36.7,9973.433242506811,ココペリ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
3134,Hamee,609.0,37.2,9969.919354838708,Ｈａｍｅｅ,スタンダード（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
7806,MTG,609.0,37.2,9969.919354838708,ＭＴＧ,グロース（内国株式）,その他製品,情報通信・サービスその他,テクノロジー＆サービス,製造
3843,フリービット,633.0,40.2,9967.388059701492,フリービット,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
6668,アドテックプラズマテクノロジー,646.0,41.9,9959.809069212411,アドテック　プラズマ　テクノロジー,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
