,company_name,average_salary,average_age,salary/age,銘柄名,市場・商品区分,33業種区分,17業種区分,かふか5分類,かふか4分類
5202,日本板硝子,741.0,46.9,11707.484008528785,日本板硝子,プライム（内国株式）,ガラス・土石製品,建設・資材,産業＆建設,製造
4435,カオナビ,626.0,33.5,11697.791044776119,カオナビ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
2114,フジ日本精糖,723.0,44.7,11694.161073825502,フジ日本精糖,スタンダード（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
4356,応用技術,709.0,43.0,11690.255813953489,応用技術,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
7915,NISSHA,708.0,42.9,11684.475524475525,ＮＩＳＳＨＡ,プライム（内国株式）,その他製品,情報通信・サービスその他,テクノロジー＆サービス,製造
6619,ダブル・スコープ,697.0,41.58,11683.718133718134,ダブル・スコープ,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
2296,伊藤ハム米久,701.0,42.1,11672.232779097387,伊藤ハム米久ホールディングス,プライム（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
7947,エフピコ,695.0,41.4,11667.270531400967,エフピコ,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
8596,九州リースサービス,705.0,42.6,11667.25352112676,九州リースサービス,スタンダード（内国株式）,その他金融業,金融（除く銀行）,金融＆不動産,サービス
3302,帝国繊維,689.0,40.7,11663.906633906634,帝国繊維,プライム（内国株式）,繊維製品,素材・化学,産業＆建設,製造
8544,京葉銀行,677.0,39.3,11662.3155216285,京葉銀行,プライム（内国株式）,銀行業,銀行,金融＆不動産,サービス
5631,日本製鋼所,677.0,39.3,11662.3155216285,日本製鋼所,プライム（内国株式）,機械,機械,産業＆建設,製造
4113,田岡化学工業,688.0,40.6,11658.71921182266,田岡化学工業,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
3624,アクセルマーク,622.0,33.2,11653.132530120482,アクセルマーク,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
5011,ニチレキ,707.0,42.9,11651.491841491841,ニチレキ,プライム（内国株式）,石油・石炭製品,エネルギー資源,エネルギー＆資源,基礎インフラ＆資源
5079,ノバック,716.0,44.0,11651.272727272728,ノバック,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
4176,ココナラ,634.0,34.5,11650.898550724638,ココナラ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
2412,ベネフィット・ワン,660.0,37.4,11647.058823529413,ベネフィット・ワン,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
8418,山口,727.0,45.4,11641.60792951542,山口フィナンシャルグループ,プライム（内国株式）,銀行業,銀行,金融＆不動産,サービス
5602,栗本鐵工所,725.0,45.2,11628.871681415929,栗本鐵工所,プライム（内国株式）,鉄鋼,鉄鋼・非鉄,産業＆建設,製造
6250,やまびこ,710.0,43.37,11623.241872261933,やまびこ,プライム（内国株式）,機械,機械,産業＆建設,製造
5139,オープンワーク,605.0,31.5,11619.84126984127,オープンワーク,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
3913,sMedio,739.0,47.0,11619.595744680852,ｓＭｅｄｉｏ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
4635,東京インキ,719.0,44.5,11617.101123595505,東京インキ,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
7940,ウェーブロック,742.0,47.4,11615.274261603376,ウェーブロックホールディングス,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
6332,月島,713.0,43.8,11606.598173515982,月島ホールディングス,プライム（内国株式）,機械,機械,産業＆建設,製造
3391,ツルハ,732.0,46.17,11605.458089668615,ツルハホールディングス,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
4206,アイカ工業,689.0,40.92,11601.197458455523,アイカ工業,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
5034,unerry,638.0,35.1,11596.695156695156,ｕｎｅｒｒｙ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
7893,プロネクサス,702.0,42.5,11595.388235294118,プロネクサス,プライム（内国株式）,その他製品,情報通信・サービスその他,テクノロジー＆サービス,製造
9476,中央経済社,681.0,40.0,11594.025,中央経済社ホールディングス,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
7911,TOPPAN,706.0,43.0,11591.53488372093,ＴＯＰＰＡＮホールディングス,プライム（内国株式）,その他製品,情報通信・サービスその他,テクノロジー＆サービス,製造
4671,ファルコ,786.0,53.3,11590.919324577862,ファルコホールディングス,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
9896,JK,692.0,41.33,11586.353738204694,ＪＫホールディングス,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
9562,ビジネスコーチ,673.0,39.1,11583.86189258312,ビジネスコーチ,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
6331,三菱化工機,729.0,45.9,11578.235294117647,三菱化工機,プライム（内国株式）,機械,機械,産業＆建設,製造
4539,日本ケミファ,699.0,42.2,11578.222748815166,日本ケミファ,スタンダード（内国株式）,医薬品,医薬品,ヘルスケア＆消費財,製造
6472,NTN,699.0,42.2,11578.222748815166,ＮＴＮ,プライム（内国株式）,機械,機械,産業＆建設,製造
9768,いであ,719.0,44.7,11565.123042505593,いであ,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
9709,NCS&A,691.0,41.3,11561.283292978209,ＮＣＳ＆Ａ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
3294,イーグランド,637.0,35.1,11560.37037037037,イーグランド,スタンダード（内国株式）,不動産業,不動産,金融＆不動産,サービス
5138,Rebase,612.0,32.4,11560.0,Ｒｅｂａｓｅ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
9622,スペース,674.0,39.3,11559.185750636134,スペース,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
3371,ソフトクリエイト,644.0,35.9,11552.534818941505,ソフトクリエイトホールディングス,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
7725,インターアクション,688.0,41.0,11544.975609756097,インターアクション,プライム（内国株式）,精密機器,電機・精密,テクノロジー＆サービス,製造
6315,TOWA,677.0,39.7,11544.811083123424,ＴＯＷＡ,プライム（内国株式）,機械,機械,産業＆建設,製造
7246,プレス工業,691.0,41.4,11533.357487922705,プレス工業,プライム（内国株式）,輸送用機器,自動車・輸送機,テクノロジー＆サービス,製造
6786,RVH,744.0,48.0,11532.0,ＲＶＨ,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
8150,三信電気,705.0,43.1,11531.902552204176,三信電気,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
6777,santec,685.0,40.7,11528.869778869777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
5463,丸一鋼管,677.0,39.79,11518.698165368183,丸一鋼管,プライム（内国株式）,鉄鋼,鉄鋼・非鉄,産業＆建設,製造
5711,三菱マテリアル,697.0,42.2,11512.061611374407,三菱マテリアル,プライム（内国株式）,非鉄金属,鉄鋼・非鉄,産業＆建設,製造
4665,ダスキン,728.0,46.1,11496.399132321041,ダスキン,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
7595,アルゴグラフィックス,712.0,44.1,11495.328798185941,アルゴグラフィックス,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
2819,エバラ食品工業,687.0,41.08,11489.021421616359,エバラ食品工業,スタンダード（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
7741,HOYA,741.0,47.8,11487.050209205021,ＨＯＹＡ,プライム（内国株式）,精密機器,電機・精密,テクノロジー＆サービス,製造
4495,アイキューブドシステムズ,643.0,36.0,11484.694444444445,アイキューブドシステムズ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
7476,アズワン,658.0,37.7,11484.45623342175,アズワン,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
4099,四国化成,681.0,40.4,11479.232673267326,四国化成ホールディングス,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
4053,Sun,617.0,33.2,11466.536144578313,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
4379,Photosynth,626.0,34.2,11458.362573099414,Ｐｈｏｔｏｓｙｎｔｈ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
8358,スルガ銀行,717.0,44.9,11449.643652561248,スルガ銀行,プライム（内国株式）,銀行業,銀行,金融＆不動産,サービス
1813,不動テトラ,724.0,45.8,11444.890829694325,不動テトラ,プライム（内国株式）,建設業,建設・資材,産業＆建設,サービス
6465,ホシザキ,716.0,44.8,11443.214285714286,ホシザキ,プライム（内国株式）,機械,機械,産業＆建設,製造
8864,空港施設,698.0,42.58,11442.08548614373,空港施設,プライム（内国株式）,不動産業,不動産,金融＆不動産,サービス
3153,八洲電機,715.0,44.7,11436.800894854585,八洲電機,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
7269,スズキ,686.0,41.17,11430.556230264756,スズキ,プライム（内国株式）,輸送用機器,自動車・輸送機,テクノロジー＆サービス,製造
9759,NSD,671.0,39.4,11427.436548223352,ＮＳＤ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
5570,ジェノバ,739.0,47.8,11425.125523012553,ジェノバ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
4286,CL,686.0,41.2,11422.233009708738,ＣＬホールディングス,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
3396,フェリシモ,695.0,42.3,11419.030732860521,フェリシモ,スタンダード（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
3692,FFRIセキュリティ,642.0,36.1,11417.285318559556,ＦＦＲＩセキュリティ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
2667,イメージワン,684.0,41.0,11411.121951219513,イメージ　ワン,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
6755,富士通ゼネラル,697.0,42.6,11403.967136150235,富士通ゼネラル,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
4109,ステラケミファ,666.0,38.9,11402.467866323908,ステラ　ケミファ,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
1788,三東工業社,725.0,46.1,11401.843817787418,三東工業社,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
6037,ファーストロジック,603.0,31.9,11398.401253918495,ファーストロジック,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
1716,第一カッター興業,664.0,38.7,11392.66149870801,第一カッター興業,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
4228,積水化成品工業,708.0,44.0,11392.363636363636,積水化成品工業,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
4045,東亞合成,710.0,44.25,11392.090395480225,東亞合成,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
4410,ハリマ化成グループ,726.0,46.3,11383.930885529158,ハリマ化成グループ,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
6338,タカトリ,701.0,43.17,11382.927959230947,タカトリ,スタンダード（内国株式）,機械,機械,産業＆建設,製造
6838,多摩川,664.0,38.8,11363.298969072166,多摩川ホールディングス,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
6089,ウィルグループ,651.0,37.3,11361.957104557641,ウィルグループ,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
9006,京浜急行電鉄,672.0,39.75,11360.603773584906,京浜急行電鉄,プライム（内国株式）,陸運業,運輸・物流,産業＆建設,サービス
3750,サイトリ細胞研究所,733.0,47.3,11359.175475687105,サイトリ細胞研究所,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
9059,カンダ,766.0,51.67,11355.835107412424,カンダホールディングス,スタンダード（内国株式）,陸運業,運輸・物流,産業＆建設,サービス
7359,東京通信グループ,633.0,35.3,11350.963172804533,東京通信グループ,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
2531,宝,748.0,49.3,11348.96551724138,宝ホールディングス,プライム（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
4553,東和薬品,647.0,36.9,11344.417344173442,東和薬品,プライム（内国株式）,医薬品,医薬品,ヘルスケア＆消費財,製造
8084,RYODEN,708.0,44.2,11340.814479638007,ＲＹＯＤＥＮ,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
9795,ステップ,657.0,38.1,11329.370078740158,ステップ,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
4620,藤倉化成,684.0,41.3,11328.232445520582,藤倉化成,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
7388,FPパートナー,716.0,45.3,11316.909492273731,ＦＰパートナー,プライム（内国株式）,保険業,金融（除く銀行）,金融＆不動産,サービス
3560,ほぼ日,654.0,37.8,11315.238095238095,ほぼ日,スタンダード（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
7296,エフ・シー・シー,698.0,43.1,11304.037122969838,エフ・シー・シー,プライム（内国株式）,輸送用機器,自動車・輸送機,テクノロジー＆サービス,製造
4911,資生堂,663.0,38.9,11299.974293059126,資生堂,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
5192,三ツ星ベルト,682.0,41.2,11289.417475728154,三ツ星ベルト,プライム（内国株式）,ゴム製品,自動車・輸送機,テクノロジー＆サービス,製造
9908,日本電計,691.0,42.3,11287.966903073288,日本電計,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
7467,萩原電気,666.0,39.3,11286.41221374046,萩原電気ホールディングス,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
7242,カヤバ,681.0,41.1,11283.722627737227,カヤバ,プライム（内国株式）,輸送用機器,自動車・輸送機,テクノロジー＆サービス,製造
6627,テラプローブ,703.0,43.8,11283.310502283106,テラプローブ,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
4968,荒川化学工業,694.0,42.7,11279.531615925058,荒川化学工業,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
6272,レオン自動機,721.0,46.1,11276.37744034707,レオン自動機,プライム（内国株式）,機械,機械,産業＆建設,製造
4554,富士製薬工業,693.0,42.6,11273.450704225352,富士製薬工業,プライム（内国株式）,医薬品,医薬品,ヘルスケア＆消費財,製造
8367,南都銀行,674.0,40.3,11272.357320099256,南都銀行,プライム（内国株式）,銀行業,銀行,金融＆不動産,サービス
5632,三菱製鋼,697.0,43.1,11271.670533642691,三菱製鋼,プライム（内国株式）,鉄鋼,鉄鋼・非鉄,産業＆建設,製造
6005,三浦工業,673.0,40.2,11266.890547263682,三浦工業,プライム（内国株式）,機械,機械,産業＆建設,製造
1726,ビーアール,774.0,53.2,11260.827067669172,ビーアールホールディングス,プライム（内国株式）,建設業,建設・資材,産業＆建設,サービス
8101,GSIクレオス,686.0,41.8,11258.277511961724,ＧＳＩクレオス,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
7373,アイドマHD,583.0,30.2,11254.602649006623,アイドマ・ホールディングス,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
5332,TOTO,706.0,44.3,11251.376975169302,ＴＯＴＯ,プライム（内国株式）,ガラス・土石製品,建設・資材,産業＆建設,製造
7607,進和,664.0,39.2,11247.346938775509,進和,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
8798,アドバンスクリエイト,631.0,35.42,11241.134952004517,アドバンスクリエイト,プライム（内国株式）,保険業,金融（除く銀行）,金融＆不動産,サービス
4366,ダイトーケミックス,692.0,42.6,11240.93896713615,ダイトーケミックス,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
4743,アイティフォー,683.0,41.5,11240.698795180722,アイティフォー,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
5482,愛知製鋼,668.0,39.7,11239.899244332493,愛知製鋼,プライム（内国株式）,鉄鋼,鉄鋼・非鉄,産業＆建設,製造
6034,MRT,595.0,31.5,11238.888888888889,ＭＲＴ,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
9338,INFORICH,627.0,35.0,11232.257142857143,ＩＮＦＯＲＩＣＨ,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
6718,アイホン,670.0,40.0,11222.5,アイホン,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
6864,エヌエフ,716.0,45.7,11217.855579868708,エヌエフホールディングス,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
9906,藤井産業,679.0,41.1,11217.542579075425,藤井産業,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
6418,日本金銭機械,688.0,42.2,11216.682464454976,日本金銭機械,プライム（内国株式）,機械,機械,産業＆建設,製造
5232,住友大阪セメント,692.0,42.7,11214.613583138173,住友大阪セメント,プライム（内国株式）,ガラス・土石製品,建設・資材,産業＆建設,製造
6734,ニューテック,708.0,44.7,11213.959731543624,ニューテック,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
4107,伊勢化学工業,663.0,39.2,11213.494897959183,伊勢化学工業,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
4449,ギフティ,611.0,33.3,11210.840840840841,ギフティ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
8018,三共生興,643.0,36.9,11204.579945799458,三共生興,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
5753,日本伸銅,688.0,42.25,11203.408284023668,日本伸銅,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄,産業＆建設,製造
3141,ウエルシア,794.0,56.3,11197.797513321493,ウエルシアホールディングス,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
2932,STIフード,693.0,42.9,11194.615384615385,ＳＴＩフードホールディングス,スタンダード（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
4714,リソー教育,670.0,40.1,11194.513715710722,リソー教育,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
2784,アルフレッサ,696.0,43.3,11187.436489607391,アルフレッサ　ホールディングス,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
3267,フィル・カンパニー,587.0,30.8,11187.305194805194,フィル・カンパニー,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
8898,センチュリー21・ジャパン,725.0,47.0,11183.510638297872,センチュリー２１・ジャパン,スタンダード（内国株式）,不動産業,不動産,金融＆不動産,サービス
3452,ビーロット,645.0,37.2,11183.467741935483,ビーロット,スタンダード（内国株式）,不動産業,不動産,金融＆不動産,サービス
4584,キッズウェル・バイオ,737.0,48.6,11176.316872427984,キッズウェル・バイオ,グロース（内国株式）,医薬品,医薬品,ヘルスケア＆消費財,製造
2612,かどや製油,681.0,41.5,11174.963855421687,かどや製油,スタンダード（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
3697,SHIFT,643.0,37.0,11174.297297297297,ＳＨＩＦＴ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
9384,内外トランスライン,685.0,42.0,11172.02380952381,内外トランスライン,プライム（内国株式）,倉庫・運輸関連業,運輸・物流,産業＆建設,サービス
8111,ゴールドウイン,709.0,45.0,11170.68888888889,ゴールドウイン,プライム（内国株式）,繊維製品,素材・化学,産業＆建設,製造
5018,MORESCO,697.0,43.5,11168.022988505747,ＭＯＲＥＳＣＯ,スタンダード（内国株式）,石油・石炭製品,エネルギー資源,エネルギー＆資源,基礎インフラ＆資源
1417,ミライト・ワン,697.0,43.5,11168.022988505747,ミライト・ワン,プライム（内国株式）,建設業,建設・資材,産業＆建設,サービス
9041,近鉄グループ,712.0,45.4,11166.167400881057,近鉄グループホールディングス,プライム（内国株式）,陸運業,運輸・物流,産業＆建設,サービス
7069,サイバー・バズ,571.0,29.2,11165.787671232876,サイバー・バズ,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
7004,日立造船,692.0,42.9,11162.331002331002,日立造船,プライム（内国株式）,機械,機械,産業＆建設,製造
9742,アイネス,689.0,42.53,11162.026804608511,アイネス,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
4387,ZUU,604.0,32.7,11156.452599388378,ＺＵＵ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
4419,Finatext,721.0,46.6,11155.38626609442,Ｆｉｎａｔｅｘｔホールディングス,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
4998,フマキラー,685.0,42.1,11145.486935866982,フマキラー,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
5334,日本特殊陶業,689.0,42.6,11143.68544600939,日本特殊陶業,プライム（内国株式）,ガラス・土石製品,建設・資材,産業＆建設,製造
3842,ネクストジェン,715.0,45.9,11137.799564270153,ネクストジェン,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
8462,フューチャーベンチャーキャピタル,692.0,43.0,11136.372093023256,フューチャーベンチャーキャピタル,スタンダード（内国株式）,証券、商品先物取引業,金融（除く銀行）,金融＆不動産,サービス
4112,保土谷化学工業,682.0,41.8,11127.368421052632,保土谷化学工業,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
4028,石原産業,698.0,43.8,11123.37899543379,石原産業,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
1450,田中建設工業,701.0,44.2,11117.669683257918,田中建設工業,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
6365,電業社機械製作所,671.0,40.5,11117.061728395061,電業社機械製作所,スタンダード（内国株式）,機械,機械,産業＆建設,製造
6474,不二越,665.0,39.8,11111.180904522615,不二越,プライム（内国株式）,機械,機械,産業＆建設,製造
7972,イトーキ,692.0,43.1,11110.533642691415,イトーキ,プライム（内国株式）,その他製品,情報通信・サービスその他,テクノロジー＆サービス,製造
2767,円谷フィールズ,669.0,40.3,11105.73200992556,円谷フィールズホールディングス,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
6149,小田原エンジニアリング,641.0,37.0,11104.891891891892,小田原エンジニアリング,スタンダード（内国株式）,機械,機械,産業＆建設,製造
9236,ジャパンM&Aソリューション,626.0,35.3,11101.30311614731,ジャパンＭ＆Ａソリューション,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
2060,フィード・ワン,668.0,40.2,11100.099502487561,フィード・ワン,プライム（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
3232,三重交通グループ,698.0,43.9,11098.041002277905,三重交通グループホールディングス,プライム（内国株式）,不動産業,不動産,金融＆不動産,サービス
6136,オーエスジー,695.0,43.6,11078.555045871559,オーエスジー,プライム（内国株式）,機械,機械,産業＆建設,製造
4494,バリオセキュア,669.0,40.4,11078.242574257427,バリオセキュア,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
3825,リミックスポイント,640.0,37.0,11070.27027027027,リミックスポイント,スタンダード（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
5947,リンナイ,667.0,40.2,11066.890547263682,リンナイ,プライム（内国株式）,金属製品,建設・資材,産業＆建設,製造
5930,文化シヤッター,690.0,43.1,11046.403712296984,文化シヤッター,プライム（内国株式）,金属製品,建設・資材,産業＆建設,製造
9246,プロジェクトカンパニー,554.0,27.8,11040.143884892086,プロジェクトホールディングス,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
3930,はてな,616.0,34.4,11030.697674418605,はてな,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
4044,セントラル硝子,644.0,37.6,11030.212765957447,セントラル硝子,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
5819,カナレ電気,732.0,48.6,11025.185185185184,カナレ電気,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄,産業＆建設,製造
5078,セレコーポレーション,702.0,44.7,11024.697986577181,セレコーポレーション,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
4367,広栄化学,668.0,40.5,11017.876543209877,広栄化学,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
3489,フェイスネットワーク,673.0,41.11,11017.489661882753,フェイスネットワーク,スタンダード（内国株式）,不動産業,不動産,金融＆不動産,サービス
7270,SUBARU,658.0,39.3,11016.895674300255,ＳＵＢＡＲＵ,プライム（内国株式）,輸送用機器,自動車・輸送機,テクノロジー＆サービス,製造
6853,共和電業,667.0,40.4,11012.10396039604,共和電業,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
6258,平田機工,676.0,41.5,11011.469879518072,平田機工,プライム（内国株式）,機械,機械,産業＆建設,製造
7705,ジーエルサイエンス,688.0,43.0,11008.0,ジーエルサイエンス,スタンダード（内国株式）,精密機器,電機・精密,テクノロジー＆サービス,製造
6740,ジャパンディスプレイ,725.0,47.8,10996.338912133891,ジャパンディスプレイ,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
4361,川口化学工業,682.0,42.3,10995.839243498818,川口化学工業,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
7730,マニー,682.0,42.3,10995.839243498818,マニー,プライム（内国株式）,精密機器,電機・精密,テクノロジー＆サービス,製造
2981,ランディックス,595.0,32.2,10994.565217391304,ランディックス,グロース（内国株式）,不動産業,不動産,金融＆不動産,サービス
6753,シャープ,708.0,45.6,10992.631578947368,シャープ,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
3741,セック,651.0,38.6,10979.300518134714,セック,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
3950,ザ・パック,675.0,41.5,10978.915662650603,ザ・パック,プライム（内国株式）,パルプ・紙,素材・化学,産業＆建設,製造
9830,トラスコ中山,661.0,39.8,10977.914572864322,トラスコ中山,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
7414,小野建,643.0,37.67,10975.550836209184,小野建,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
5036,日本ビジネスシステムズ,618.0,34.8,10974.827586206897,日本ビジネスシステムズ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
9069,センコーグループ,698.0,44.4,10973.063063063064,センコーグループホールディングス,プライム（内国株式）,陸運業,運輸・物流,産業＆建設,サービス
7420,佐鳥電機,708.0,45.7,10968.577680525163,佐鳥電機,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
5186,ニッタ,689.0,43.3,10963.533487297922,ニッタ,プライム（内国株式）,ゴム製品,自動車・輸送機,テクノロジー＆サービス,製造
7649,スギ,714.0,46.5,10963.354838709678,スギホールディングス,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
